AD_Org_ID[Name],Description,AD_User_ID[Name],DateTo,Shiper_User_ID[Name],AD_User_C_BPartner_ID[Name],QtyCount,Processed,ProcessedOn,DocStatus,DocumentNo,IsActive,HSV_Xe_ID[Name],C_BPartner_ID[Value],HSV_PhieuCan>Description,HSV_PhieuCan>hsv_soluong,HSV_PhieuCan>hsv_khoiluong_baobi,HSV_PhieuCan>hsv_khoiluong_hang,HSV_PhieuCan>IsActive,HSV_PhieuCan>HSV_ThuMua_ID[Value],HSV_PhieuCan>C_BPartner_ID[Value],HSV_PhieuCan>DocumentNo,HSV_PhieuCan>M_Product_ID[Value]
Long Hải,Đơn mua hàng nhà Cường Duyên ngày 20/3/19,hop.tklh,2019-03-20,,,"0,0",N,"0,0",DR,800156,Y,,taucuongduyen,xe 36c22277 ,2510,"2040,0","470,0",Y,1000005,,1000002,
